iter,is_last,ub_relx,lb_relx,b_lower,n_states
0,false,0.999999999971768,-Inf,-Inf,1139
1,false,0.9999999977776435,-Inf,-Inf,1140
2,false,0.9999999999942573,-Inf,-Inf,1141
3,false,0.9999999999102307,-Inf,-Inf,1142
4,false,0.9999999997012758,-Inf,-Inf,1143
5,false,0.9999999999885757,-Inf,-Inf,1144
6,false,0.9999999999648026,-Inf,-Inf,1145
7,false,0.9999999994635678,-Inf,-Inf,1146
8,false,0.9999999999753135,-Inf,-Inf,1147
9,false,0.9999999999237013,-Inf,-Inf,1148
10,false,0.9999999997033974,-Inf,-Inf,1149
11,false,0.9999999999362934,-Inf,-Inf,1150
12,false,0.9999999999662246,-Inf,-Inf,1151
13,false,0.9999999537340647,-Inf,-Inf,1152
14,false,0.9999999880197811,-Inf,-Inf,1153
15,false,0.9999999999868912,-Inf,-Inf,1154
16,false,0.9999999999846252,-Inf,-Inf,1155
17,false,0.9999999999942752,-Inf,-Inf,1156
18,false,0.999999999974688,-Inf,-Inf,1157
19,false,0.9999999986880369,-Inf,-Inf,1158
20,false,0.999999999852644,-Inf,-Inf,1159
21,false,0.9999999999959897,-Inf,-Inf,1160
22,false,0.9999999999766549,-Inf,-Inf,1161
23,false,0.9999999712365492,-Inf,-Inf,1162
24,false,0.9999999999856908,-Inf,-Inf,1163
25,false,1.0,-Inf,-Inf,1164
26,false,0.9999999462322897,-Inf,-Inf,1165
27,false,1.0,-Inf,-Inf,1166
28,false,0.9999999999778482,-Inf,-Inf,1167
29,false,0.9999999999883973,-Inf,-Inf,1168
30,false,1.0,-Inf,-Inf,1169
31,false,0.9999999999378095,-Inf,-Inf,1170
32,false,0.9999999999678755,-Inf,-Inf,1171
33,false,1.0,-Inf,-Inf,1172
34,false,0.9999999946681016,-Inf,-Inf,1173
35,false,0.9999999191231308,-Inf,-Inf,1174
36,false,0.9999999977321266,-Inf,-Inf,1175
37,false,0.9999999999924742,-Inf,-Inf,1176
38,false,0.9999999831194167,-Inf,-Inf,1177
39,false,0.999999998502047,-Inf,-Inf,1178
40,false,0.9999999991758959,-Inf,-Inf,1179
41,false,0.999999999950151,-Inf,-Inf,1180
42,false,0.9999999999830257,-Inf,-Inf,1181
43,false,0.9999999999928496,-Inf,-Inf,1182
44,false,0.9999999999915459,-Inf,-Inf,1183
45,false,0.9999999999993545,-Inf,-Inf,1184
46,false,0.9999999999780418,-Inf,-Inf,1185
47,false,0.9999999999296041,-Inf,-Inf,1186
48,false,0.9999999999523494,-Inf,-Inf,1187
49,false,0.9999999938642408,-Inf,-Inf,1188
50,false,0.999999999006601,-Inf,-Inf,1189
51,false,0.9999999991870747,-Inf,-Inf,1190
52,false,0.9999999989249209,-Inf,-Inf,1191
53,false,0.9999999985540913,-Inf,-Inf,1192
54,false,0.9999999999882774,-Inf,-Inf,1193
55,false,0.9999999999985452,-Inf,-Inf,1194
56,false,0.9999999999989588,-Inf,-Inf,1195
57,false,0.9999999999981675,-Inf,-Inf,1196
58,false,0.9999999990879771,-Inf,-Inf,1197
59,false,0.9999999999687661,-Inf,-Inf,1198
60,false,0.9999999668702683,-Inf,-Inf,1199
61,false,0.9999999999978015,-Inf,-Inf,1200
62,false,0.9999999999851374,-Inf,-Inf,1201
63,false,0.9999999966118566,-Inf,-Inf,1202
64,false,0.9999999717988661,-Inf,-Inf,1203
65,false,0.9999999989545625,-Inf,-Inf,1204
66,false,0.9999999973558706,-Inf,-Inf,1205
67,false,0.9999999856624093,-Inf,-Inf,1206
68,false,0.9999999998903586,-Inf,-Inf,1207
69,false,0.9999999999880591,-Inf,-Inf,1208
70,false,0.9999999999902176,-Inf,-Inf,1209
71,false,0.9999999955436392,-Inf,-Inf,1210
72,false,0.9999999995002138,-Inf,-Inf,1211
73,false,0.999999999821058,-Inf,-Inf,1212
74,false,0.9999999999303546,-Inf,-Inf,1213
75,false,0.9999999997787421,-Inf,-Inf,1214
76,false,0.9999999993841088,-Inf,-Inf,1215
77,false,0.9999999993271194,-Inf,-Inf,1216
78,false,0.9999999894976179,-Inf,-Inf,1217
79,false,0.9999999999811549,-Inf,-Inf,1218
80,false,0.9999999384260367,-Inf,-Inf,1219
81,false,0.9999999499455703,-Inf,-Inf,1220
82,false,0.9999999987710972,-Inf,-Inf,1221
83,false,0.9999999986746717,-Inf,-Inf,1222
84,false,0.9999999965666442,-Inf,-Inf,1223
85,false,0.9999999786733362,-Inf,-Inf,1224
86,false,0.9999999937936022,-Inf,-Inf,1225
87,false,0.9999999887754458,-Inf,-Inf,1226
88,false,0.9999999999895194,-Inf,-Inf,1227
89,false,0.9999999977794956,-Inf,-Inf,1228
90,false,0.9999999549255525,-Inf,-Inf,1229
91,false,0.9999999999978015,-Inf,-Inf,1230
92,false,0.9999999866118652,-Inf,-Inf,1231
93,false,0.9999999179875663,-Inf,-Inf,1232
94,false,0.9999999511812807,-Inf,-Inf,1233
95,false,0.9999999981975924,-Inf,-Inf,1234
96,false,0.9999999999722302,-Inf,-Inf,1235
97,false,0.9999999972512728,-Inf,-Inf,1236
98,false,0.9999999504561217,-Inf,-Inf,1237
99,false,0.9999999669803787,-Inf,-Inf,1238
100,false,0.9999999979747545,-Inf,-Inf,1239
101,false,0.9999999947745909,-Inf,-Inf,1240
102,false,0.9999999977525968,-Inf,-Inf,1241
103,false,0.9999999970991618,-Inf,-Inf,1242
104,false,0.9999999955668659,-Inf,-Inf,1243
105,false,0.9999999982110144,-Inf,-Inf,1244
106,false,0.9999999981968706,-Inf,-Inf,1245
107,false,0.9999999758822071,-Inf,-Inf,1246
108,false,0.9999999984912402,-Inf,-Inf,1247
109,false,0.9999999983278436,-Inf,-Inf,1248
110,false,0.999999997882469,-Inf,-Inf,1249
111,false,0.9999999976490328,-Inf,-Inf,1250
112,false,0.9999999986561814,-Inf,-Inf,1251
113,false,0.999999998050908,-Inf,-Inf,1252
114,false,0.999999994431255,-Inf,-Inf,1253
115,false,0.9999999499426877,-Inf,-Inf,1254
116,false,0.9999999987589794,-Inf,-Inf,1255
117,false,0.9999999982121621,-Inf,-Inf,1256
118,false,0.9999999992415072,-Inf,-Inf,1257
119,false,0.9999999964544728,-Inf,-Inf,1258
120,false,0.9999999981444043,-Inf,-Inf,1259
121,false,0.9999999938056066,-Inf,-Inf,1260
122,false,0.9999998475632073,-Inf,-Inf,1261
123,false,0.9999999986783361,-Inf,-Inf,1262
124,false,0.9999999945810736,-Inf,-Inf,1263
125,false,0.9999999410040841,-Inf,-Inf,1264
126,false,0.9999999801450217,-Inf,-Inf,1265
127,false,0.9999999996243996,-Inf,-Inf,1266
128,false,0.9999999955817358,-Inf,-Inf,1267
129,false,0.9999999597042353,-Inf,-Inf,1268
130,false,0.9999999876878722,-Inf,-Inf,1269
131,false,0.9999999934650812,-Inf,-Inf,1270
132,false,0.9999999962231302,-Inf,-Inf,1271
133,false,0.9999999999754312,-Inf,-Inf,1272
134,false,0.9999999926420591,-Inf,-Inf,1273
135,false,0.9999999911156374,-Inf,-Inf,1274
136,false,0.9999999846302228,-Inf,-Inf,1275
137,false,0.9999999388525633,-Inf,-Inf,1276
138,false,0.9999998703532371,-Inf,-Inf,1277
139,false,0.9999999992728859,-Inf,-Inf,1278
140,false,0.9999999999999998,-Inf,-Inf,1279
141,false,0.9999999999813722,-Inf,-Inf,1280
142,false,0.999999999997657,-Inf,-Inf,1281
143,false,0.9999999999999998,-Inf,-Inf,1282
144,false,0.9999999999860539,-Inf,-Inf,1283
145,false,0.9999999133891659,-Inf,-Inf,1284
146,false,0.9999999984975594,-Inf,-Inf,1285
147,false,0.9999999998718923,-Inf,-Inf,1286
148,false,0.9999999999483042,-Inf,-Inf,1287
149,false,0.9999999999747254,-Inf,-Inf,1288
150,false,0.9999999998228459,-Inf,-Inf,1289
151,false,1.0,-Inf,-Inf,1290
152,false,1.0,-Inf,-Inf,1291
153,false,0.9999999999774478,-Inf,-Inf,1292
154,false,0.9999999974000053,-Inf,-Inf,1293
155,false,0.9999999999882545,-Inf,-Inf,1294
156,false,0.9999999981267048,-Inf,-Inf,1295
157,false,0.9999999909701462,-Inf,-Inf,1296
158,false,0.9999999863203046,-Inf,-Inf,1297
159,false,0.9999999909451156,-Inf,-Inf,1298
160,false,0.9999999833629749,-Inf,-Inf,1299
161,false,0.9999999999351665,-Inf,-Inf,1300
162,false,0.9999999999844165,-Inf,-Inf,1301
163,false,0.9999999998958626,-Inf,-Inf,1302
164,false,0.999999993128083,-Inf,-Inf,1303
165,false,0.9999999931986012,-Inf,-Inf,1304
166,false,0.9999999955336834,-Inf,-Inf,1305
167,false,0.9999999940587734,-Inf,-Inf,1306
168,false,0.9999999999992211,-Inf,-Inf,1307
169,false,1.0,-Inf,-Inf,1308
170,false,0.9999999863440383,-Inf,-Inf,1309
171,false,0.9999999818495413,-Inf,-Inf,1310
