iter,is_last,ub_relx,lb_relx,b_lower,n_states
0,false,1.0,-Inf,-Inf,1106
1,false,1.0,-Inf,-Inf,1107
2,false,1.0,-Inf,-Inf,1108
3,false,1.0,-Inf,-Inf,1109
4,false,1.0,-Inf,-Inf,1110
5,false,1.0,-Inf,-Inf,1111
6,false,1.0,-Inf,-Inf,1112
7,false,1.0,-Inf,-Inf,1113
8,false,1.0,-Inf,-Inf,1114
9,false,1.0,-Inf,-Inf,1115
10,false,1.0,-Inf,-Inf,1116
11,false,1.0,-Inf,-Inf,1117
12,false,1.0,-Inf,-Inf,1118
13,false,1.0,-Inf,-Inf,1119
14,false,1.0,-Inf,-Inf,1120
15,false,1.0,-Inf,-Inf,1121
16,false,1.0,-Inf,-Inf,1122
17,false,1.0,-Inf,-Inf,1123
18,false,1.0,-Inf,-Inf,1124
19,false,1.0,-Inf,-Inf,1125
20,false,1.0,-Inf,-Inf,1126
21,false,1.0,-Inf,-Inf,1127
22,false,1.0,-Inf,-Inf,1128
23,false,1.0,-Inf,-Inf,1129
24,false,1.0,-Inf,-Inf,1130
25,false,1.0,-Inf,-Inf,1131
26,false,1.0,-Inf,-Inf,1132
27,false,1.0,-Inf,-Inf,1133
28,false,1.0,-Inf,-Inf,1134
29,false,1.0,-Inf,-Inf,1135
30,false,1.0,-Inf,-Inf,1136
31,false,0.999999999987447,-Inf,-Inf,1137
32,false,0.9999999996951877,-Inf,-Inf,1138
33,false,0.9999999999799333,-Inf,-Inf,1139
34,false,1.0000000000420055,-Inf,-Inf,1140
35,false,0.9999999999780327,-Inf,-Inf,1141
36,false,0.9999999999484909,-Inf,-Inf,1142
37,false,0.9999999999606675,-Inf,-Inf,1143
38,false,1.0000000000290195,-Inf,-Inf,1144
39,false,0.999999999977575,-Inf,-Inf,1145
40,false,0.9999999999676514,-Inf,-Inf,1146
41,false,0.9999999997323028,-Inf,-Inf,1147
42,false,0.9999999999623943,-Inf,-Inf,1148
43,false,1.0000000001026514,-Inf,-Inf,1149
44,false,1.0000000027052165,-Inf,-Inf,1150
45,false,0.9999999999462439,-Inf,-Inf,1151
46,false,1.0000000000231781,-Inf,-Inf,1152
47,false,1.000000000050723,-Inf,-Inf,1153
48,false,0.999999999993837,-Inf,-Inf,1154
49,false,1.0000000000138225,-Inf,-Inf,1155
50,false,1.000000000041585,-Inf,-Inf,1156
51,false,0.9999999999609857,-Inf,-Inf,1157
52,false,0.9999999998386889,-Inf,-Inf,1158
53,false,0.9999999999078508,-Inf,-Inf,1159
54,false,1.0000000000977942,-Inf,-Inf,1160
55,false,0.9999999999347685,-Inf,-Inf,1161
56,false,0.9999999999677563,-Inf,-Inf,1162
57,false,0.9999999999463955,-Inf,-Inf,1163
58,false,0.9999999999837623,-Inf,-Inf,1164
59,false,0.999999999933303,-Inf,-Inf,1165
60,false,1.0000000003617728,-Inf,-Inf,1166
61,false,0.9999999999658392,-Inf,-Inf,1167
62,false,1.0000000001153875,-Inf,-Inf,1168
63,false,0.9999999979567004,-Inf,-Inf,1169
64,false,0.9999999966741773,-Inf,-Inf,1170
65,false,0.9999999987646786,-Inf,-Inf,1171
66,false,0.9999999996300138,-Inf,-Inf,1172
67,false,0.9999999999988678,-Inf,-Inf,1173
68,false,0.999999999165642,-Inf,-Inf,1174
69,false,0.9999999950666411,-Inf,-Inf,1175
70,false,1.0,-Inf,-Inf,1176
71,false,0.9999999993290729,-Inf,-Inf,1177
72,false,0.9999999995956191,-Inf,-Inf,1178
73,false,0.9999999992884286,-Inf,-Inf,1179
74,false,0.9999999999986017,-Inf,-Inf,1180
75,false,0.9999999999644665,-Inf,-Inf,1181
76,false,0.9999999950562783,-Inf,-Inf,1182
77,false,0.9999999997809396,-Inf,-Inf,1183
78,false,0.9999999999982775,-Inf,-Inf,1184
79,false,1.0000000000018048,-Inf,-Inf,1185
80,false,0.9999999999956676,-Inf,-Inf,1186
81,false,0.9999999999815072,-Inf,-Inf,1187
82,false,0.9999999999511607,-Inf,-Inf,1188
83,false,0.9999999999941821,-Inf,-Inf,1189
84,false,0.9999999999969539,-Inf,-Inf,1190
85,false,0.9999999999989523,-Inf,-Inf,1191
86,false,1.0000000000002338,-Inf,-Inf,1192
87,false,1.000000000358729,-Inf,-Inf,1193
88,false,1.000000000131928,-Inf,-Inf,1194
89,false,1.000000000211869,-Inf,-Inf,1195
90,false,0.9999999995691915,-Inf,-Inf,1196
91,false,0.9999999993096085,-Inf,-Inf,1197
92,false,1.000000000015008,-Inf,-Inf,1198
93,false,0.9999999998276725,-Inf,-Inf,1199
94,false,0.9999999996171538,-Inf,-Inf,1200
95,false,0.99999999905828,-Inf,-Inf,1201
96,false,0.9999999999970555,-Inf,-Inf,1202
97,false,0.9999999999855301,-Inf,-Inf,1203
98,false,0.9999999974054965,-Inf,-Inf,1204
99,false,0.999999994860481,-Inf,-Inf,1205
100,false,0.999999999996639,-Inf,-Inf,1206
101,false,0.9999999999973859,-Inf,-Inf,1207
102,false,0.9999999997752718,-Inf,-Inf,1208
103,false,0.9999999999950598,-Inf,-Inf,1209
104,false,0.9999999999930379,-Inf,-Inf,1210
105,false,0.9999999990017491,-Inf,-Inf,1211
106,false,0.9999999948961814,-Inf,-Inf,1212
107,false,0.9999999998989652,-Inf,-Inf,1213
