iter,zeta,f,pen,residual,grad_norm,z,alm
1,5.0,-0.30575818771558766,0.035196843590600095,0.1876082183450397,0.0,0.30575818771558766,-0.12977396976258718
2,12.5,-0.1872812658603259,0.017027780978558185,0.13049053980483866,0.019855156704533042,0.1872812658603259,0.12683533102362354
3,31.25,-0.1202473352395856,0.000199962774986595,0.01414081945951489,0.27849286837843135,0.1202473352395856,-0.09818976097221709
4,12.5,-0.0834111834855986,0.003603872604813056,0.06003226303258154,0.26348956808976076,0.0834111834855986,-0.18461380060286015
5,5.0,-0.057594605209216464,0.011553175851410866,0.10748570068344378,0.143184376091813,0.057594605209216464,-0.18461964559073302
6,2.0,-0.042873787539233564,0.0189494155115041,0.1376568760051749,0.08993666220653543,0.042873787539233564,-0.1664096536390639
7,5.0,-0.07690439510263092,0.004148907182260533,0.06441201116453774,0.0556361739743154,0.07690439510263092,-0.11696583960948247
8,12.5,-0.10175878106568151,0.0003048196519857873,0.017459085084442064,0.01805484470482573,0.10175878106568151,-0.10933126843768237
9,31.25,-0.10974295915524324,7.569798955110107e-6,0.0027513267626928842,0.019587596454567188,0.10974295915524324,-0.11053888717218828
10,12.5,-0.11394935495178167,3.216511699877847e-5,0.005671429890140446,0.03119272519927364,0.11394935495178167,-0.11158183763385665
1,5.0,-0.10287001553670061,0.0020525597316769797,0.04530518437968198,0.032129859684653705,0.10287001553670061,-0.13131131441504015
2,12.5,-0.10651394301794544,0.00039012570345331395,0.01975160002261371,0.027665692925964113,0.10651394301794544,-0.11775287100216578
3,5.0,-0.1080252470248621,0.0004617850055334625,0.02148918345432098,0.012433902764924272,0.1080252470248621,-0.11595452129725205
4,12.5,-0.10950969367373209,0.00010441344734928333,0.010218289844650294,0.013867632740042431,0.10950969367373209,-0.1127815013223769
5,5.0,-0.11094126688859217,0.00013712593361074943,0.011710078292255326,0.007521628781481055,0.11094126688859217,-0.1123936524301486
6,12.5,-0.11067648433071567,3.072238618585058e-5,0.0055427778402034646,0.008109470504119665,0.11067648433071567,-0.11153418532644757
7,5.0,-0.11065618815511298,3.120685739888937e-5,0.005586309819450526,0.004298666406543606,0.11065618815511298,-0.11138478025932366
8,12.5,-0.11057066726061592,1.4606001546053864e-5,0.003821779892413202,0.004750196341777643,0.11057066726061592,-0.11111121562737392
9,31.25,-0.1106648504937202,3.553630293173651e-6,0.0018851075017551787,0.00490787765582146,0.1106648504937202,-0.11089340449444654
10,12.5,-0.11071179967851778,3.642931692463088e-6,0.0019086465603833224,0.0031975497131830504,0.11071179967851778,-0.11085622142221069
11,5.0,-0.11072568905110083,3.635863751807921e-6,0.0019067941031500808,0.002375901156073219,0.11072568905110083,-0.11084304940027201
12,12.5,-0.11071817480652822,3.483507021145697e-6,0.0018664155542498291,0.0021843457640060146,0.11071817480652822,-0.11080274891549245
13,31.25,-0.11083521367569235,1.9439400831518306e-6,0.001394252517714001,0.002169956354363898,0.11083521367569235,-0.11082177230087716
14,12.5,-0.11078314755240017,2.146083481326566e-6,0.0014649516993152252,0.004960397829233094,0.11078314755240017,-0.11083751921325342
15,5.0,-0.11078116553158353,1.890240970999611e-6,0.0013748603459986803,0.0028521092648212676,0.11078116553158353,-0.11083286387348451
1,5.0,-0.10811828006892886,0.0006808367652899787,0.02609284893011836,0.01604694506783571,0.10811828006892886,-0.11702940810959693
2,12.5,-0.10922383565040819,0.00011145843455630407,0.010557387676707912,0.013298230716360276,0.10922383565040819,-0.112738093042943
3,5.0,-0.1100035571788402,0.00014418776264418304,0.012007820894907746,0.006694432197530792,0.1100035571788402,-0.11231202992615442
4,12.5,-0.1104743173850524,2.5505615865912996e-5,0.005050308492153028,0.005990727109983327,0.1104743173850524,-0.11147461607899523
5,31.25,-0.11064594381257718,7.051431394358599e-6,0.0026554531429416332,0.0052657810944703775,0.11064594381257718,-0.11103963678210227
6,12.5,-0.11070366610887758,7.344641501313717e-6,0.002710099906149904,0.0038960415263302843,0.11070366610887758,-0.11096700238907885
7,5.0,-0.11072217698301316,7.333445504206839e-6,0.0027080335123862184,0.002153588960429695,0.11072217698301316,-0.11093253725132422
