iter,is_last,ub_relx,lb_relx,b_lower,n_states
0,false,0.9917330476404537,-Inf,-Inf,129
1,false,0.9701370167347912,-Inf,-Inf,130
2,false,0.9585534136849646,-Inf,-Inf,131
3,false,0.9495025317228625,-Inf,-Inf,132
4,false,0.945790480595659,-Inf,-Inf,133
5,false,0.9405719307173701,-Inf,-Inf,134
6,false,0.9369926512367408,-Inf,-Inf,135
7,false,0.9331942336173188,-Inf,-Inf,136
8,false,0.9282291778921239,-Inf,-Inf,137
9,false,0.9217650619452504,-Inf,-Inf,138
10,false,0.9211940493939743,-Inf,-Inf,139
11,false,0.91200562198825,-Inf,-Inf,140
12,false,0.9046619791786896,-Inf,-Inf,141
13,false,0.8963803897262684,-Inf,-Inf,142
14,false,0.8948735203463287,-Inf,-Inf,143
15,false,0.8882929832305893,-Inf,-Inf,144
16,false,0.8846133630938778,-Inf,-Inf,145
17,false,0.880298111378258,-Inf,-Inf,146
18,false,0.875776296837663,-Inf,-Inf,147
19,false,0.8753084123899936,-Inf,-Inf,148
20,false,0.8738707227726614,-Inf,-Inf,149
21,false,0.8716195627429841,-Inf,-Inf,150
22,false,0.8697483677901442,-Inf,-Inf,151
23,false,0.8688947831206357,-Inf,-Inf,152
24,false,0.8679059491228374,-Inf,-Inf,153
25,false,0.8658805249596794,-Inf,-Inf,154
26,false,0.8648059270776257,-Inf,-Inf,155
27,false,0.8630589488560689,-Inf,-Inf,156
28,false,0.8620720030237187,-Inf,-Inf,157
29,false,0.8616925468952705,-Inf,-Inf,158
30,false,0.8609248038452536,-Inf,-Inf,159
31,false,0.860790306819382,-Inf,-Inf,160
32,false,0.8606752081510374,-Inf,-Inf,161
33,false,0.860180466189371,-Inf,-Inf,162
34,false,0.8599148388138538,-Inf,-Inf,163
35,false,0.8597552142605113,-Inf,-Inf,164
36,false,0.8578914222046352,-Inf,-Inf,165
37,false,0.8566441543214357,-Inf,-Inf,166
38,false,0.8519924428004273,-Inf,-Inf,167
39,false,0.8514419445720485,-Inf,-Inf,168
40,false,0.8503875939817205,-Inf,-Inf,169
41,false,0.8497929620296083,-Inf,-Inf,170
42,false,0.848800124669383,-Inf,-Inf,171
43,false,0.8478311305209758,-Inf,-Inf,172
44,false,0.8470617806598129,-Inf,-Inf,173
45,false,0.8465790664106139,-Inf,-Inf,174
46,false,0.8460776091339933,-Inf,-Inf,175
47,false,0.8437572608747601,-Inf,-Inf,176
48,false,0.8433120391070045,-Inf,-Inf,177
49,false,0.8429825045463121,-Inf,-Inf,178
50,false,0.8422950042726166,-Inf,-Inf,179
51,false,0.8416457684486647,-Inf,-Inf,180
52,false,0.8409413542272601,-Inf,-Inf,181
53,false,0.8391869030451329,-Inf,-Inf,182
54,false,0.8384542898391512,-Inf,-Inf,183
55,false,0.8381642530464731,-Inf,-Inf,184
56,false,0.8377201097142227,-Inf,-Inf,185
57,false,0.8372934639686511,-Inf,-Inf,186
58,false,0.8369348259012388,-Inf,-Inf,187
59,false,0.8367133138659675,-Inf,-Inf,188
60,false,0.8359889549097871,-Inf,-Inf,189
61,false,0.8354617273209345,-Inf,-Inf,190
62,false,0.8349314464503473,-Inf,-Inf,191
63,false,0.8345870750803259,-Inf,-Inf,192
64,false,0.8343334180035198,-Inf,-Inf,193
65,false,0.8340746601160021,-Inf,-Inf,194
66,false,0.8338225967356785,-Inf,-Inf,195
67,false,0.8335134976923815,-Inf,-Inf,196
68,false,0.8329964673963476,-Inf,-Inf,197
69,false,0.8328535435695681,-Inf,-Inf,198
70,false,0.8322505187266889,-Inf,-Inf,199
71,false,0.8314069090630696,-Inf,-Inf,200
72,false,0.8310133489214508,-Inf,-Inf,201
73,false,0.8309063063501739,-Inf,-Inf,202
