iter,zeta,f,pen,residual,grad_norm,z,alm
1,10.0,-0.19232534977930765,0.02308162729127785,0.15192638773852898,0.0,0.19232534977930765,0.038490923133470856
2,25.0,-0.10365305236644741,0.0041320474915493245,0.06428100412679724,0.1083571914119444,0.10365305236644741,0.06714933836475595
3,10.0,-0.03630594181208998,0.004292967978572217,0.0655207446429924,0.15216694759322616,0.03630594181208998,-0.12362654000534343
4,4.0,-0.0,0.030241816143235567,0.17390174278377882,0.06376400946021922,0.0,-0.21187616051851305
1,10.0,-0.04173807957405824,0.0027492074583694622,0.05243288527603132,0.023852401696643696,0.04173807957405824,-0.1096912360955083
2,25.0,-0.04779536191787131,0.0005953891219419548,0.02440059675380819,0.016837473194246392,0.04779536191787131,-0.07235725544106535
3,62.5,-0.05306225019220797,6.0155182484263075e-5,0.007755977210143353,0.013380751297878848,0.05306225019220797,-0.0579239242909223
4,25.0,-0.05851658883676628,4.023848583790874e-5,0.006343381262221966,0.019083707884734284,0.05851658883676628,-0.05965863907462841
5,10.0,-0.06271331813545654,0.000108973147960302,0.01043902045022913,0.016331164008494357,0.06271331813545654,-0.060060142733597215
6,4.0,-0.06626795916085364,0.00023311401290597314,0.015268071682631475,0.01014104534940873,0.06626795916085364,-0.05989233874666687
7,10.0,-0.06190957603346015,5.299507628392225e-5,0.007279771719217729,0.005842195001708732,0.06190957603346015,-0.05874155354056897
8,25.0,-0.05932627348243447,8.03623399564811e-6,0.0028348252143030107,0.0022140437267191607,0.05932627348243447,-0.05850890522559683
1,10.0,-0.04949315737781146,0.0015248349796573462,0.03904913545339187,0.01783105427789534,0.04949315737781146,-0.08778128529493953
2,25.0,-0.05200726110508197,0.00031086839768477406,0.01763146045240649,0.013539166530875646,0.05200726110508197,-0.06731164526261639
3,62.5,-0.05538438100803902,3.7427235060005876e-5,0.006117780239597192,0.010424811916815277,0.05538438100803902,-0.059171931891207105
4,25.0,-0.05841669830199575,3.3083736765394714e-5,0.005751846378806958,0.011404189687298874,0.05841669830199575,-0.059655501048180445
5,10.0,-0.060483392081801875,5.112333259335831e-5,0.007150058223074712,0.009016660846919015,0.060483392081801875,-0.05953303517785732
6,4.0,-0.06059841253095662,5.2846682639935324e-5,0.007269572383568054,0.0053704873769033,0.06059841253095662,-0.05933493405687592
7,10.0,-0.06025537027179155,2.8981842593306453e-5,0.005383478670275053,0.004093813875841633,0.06025537027179155,-0.05898302113061259
8,25.0,-0.05903950395729083,8.53147635434884e-6,0.0029208691094174074,0.0022446001209362946,0.05903950395729083,-0.05863489812209463
1,10.0,-0.19232534977930765,0.02308162729127785,0.15192638773852898,0.0,0.19232534977930765,0.038490923133470856
2,25.0,-0.10365305236644741,0.0041320474915493245,0.06428100412679724,0.1083571914119444,0.10365305236644741,0.06714933836475595
3,10.0,-0.03630594181208998,0.004292967978572217,0.0655207446429924,0.15216694759322616,0.03630594181208998,-0.12362654000534343
4,4.0,-0.0,0.030241816143235567,0.17390174278377882,0.06376400946021922,0.0,-0.21187616051851305
1,10.0,-0.04173807957405824,0.0027492074583694622,0.05243288527603132,0.023852401696643696,0.04173807957405824,-0.1096912360955083
2,25.0,-0.04779536191787131,0.0005953891219419548,0.02440059675380819,0.016837473194246392,0.04779536191787131,-0.07235725544106535
3,62.5,-0.05306225019220797,6.0155182484263075e-5,0.007755977210143353,0.013380751297878848,0.05306225019220797,-0.0579239242909223
4,25.0,-0.05851658883676628,4.023848583790874e-5,0.006343381262221966,0.019083707884734284,0.05851658883676628,-0.05965863907462841
5,10.0,-0.06271331813545654,0.000108973147960302,0.01043902045022913,0.016331164008494357,0.06271331813545654,-0.060060142733597215
6,4.0,-0.06626795916085364,0.00023311401290597314,0.015268071682631475,0.01014104534940873,0.06626795916085364,-0.05989233874666687
7,10.0,-0.06190957603346015,5.299507628392225e-5,0.007279771719217729,0.005842195001708732,0.06190957603346015,-0.05874155354056897
8,25.0,-0.05932627348243447,8.03623399564811e-6,0.0028348252143030107,0.0022140437267191607,0.05932627348243447,-0.05850890522559683
1,10.0,-0.04949315737781146,0.0015248349796573462,0.03904913545339187,0.01783105427789534,0.04949315737781146,-0.08778128529493953
2,25.0,-0.05200726110508197,0.00031086839768477406,0.01763146045240649,0.013539166530875646,0.05200726110508197,-0.06731164526261639
3,62.5,-0.05538438100803902,3.7427235060005876e-5,0.006117780239597192,0.010424811916815277,0.05538438100803902,-0.059171931891207105
4,25.0,-0.05841669830199575,3.3083736765394714e-5,0.005751846378806958,0.011404189687298874,0.05841669830199575,-0.059655501048180445
5,10.0,-0.060483392081801875,5.112333259335831e-5,0.007150058223074712,0.009016660846919015,0.060483392081801875,-0.05953303517785732
6,4.0,-0.06059841253095662,5.2846682639935324e-5,0.007269572383568054,0.0053704873769033,0.06059841253095662,-0.05933493405687592
7,10.0,-0.06025537027179155,2.8981842593306453e-5,0.005383478670275053,0.004093813875841633,0.06025537027179155,-0.05898302113061259
8,25.0,-0.05903950395729083,8.53147635434884e-6,0.0029208691094174074,0.0022446001209362946,0.05903950395729083,-0.05863489812209463
