iter,zeta,f,pen,residual,grad_norm,z,alm
1,10.0,-0.29726253683017684,0.049767843934572314,0.22308707702279018,0.0,0.29726253683017684,0.2004159025155463
2,25.0,-0.15311753093608066,0.009644295981539984,0.09820537654090016,0.4601058580856766,0.15311753093608066,0.3040199590296413
3,10.0,-0.04515548104951781,0.001175963978479139,0.034292331190502914,0.005676756419690601,0.04515548104951781,-0.1666382998387127
4,25.0,-0.034832534722130916,0.000954730799748539,0.030898718415956008,0.0029356615602735155,0.034832534722130916,-0.1409206587192262
5,62.5,-0.032765926880591684,0.000945152514823579,0.030743332851588798,0.002486117824686516,0.032765926880591684,-0.08165659014557389
6,156.25,-0.03606345004693192,2.687554326852553e-5,0.005184162735536523,0.07064030047093448,0.03606345004693192,-0.04003712650912565
7,62.5,-0.04430245653464794,4.221397546984972e-5,0.006497228291344681,0.025341404348894665,0.04430245653464794,-0.04669569722269807
8,25.0,-0.057422261280573095,4.557445623699417e-6,0.0021348174684734564,0.05593736558438367,0.057422261280573095,-0.057923941508322786
9,10.0,-0.07102963633991315,0.00019646774360339265,0.014016695174091239,0.08670241509453067,0.07102963633991315,-0.06391939673610376
10,4.0,-0.08710350097591563,0.0010583420131963634,0.03253216889782117,0.07936716469371256,0.08710350097591563,-0.06650223696703134
11,1.6,-0.10803350633314056,0.0032125899124753866,0.05667971341207881,0.060049977840802876,0.10803350633314056,-0.06709177177718886
12,4.0,-0.08862145940262739,0.0011893767134486517,0.03448734135082975,0.032256120798935965,0.08862145940262739,-0.05908827612769372
13,10.0,-0.07164344177087094,0.00022065775660194442,0.014854553396246702,0.0015194572711383573,0.07164344177087094,-0.05675161654560189
14,25.0,-0.06280089159564149,2.1670137964173103e-5,0.004655119543488986,0.020164261926681897,0.06280089159564149,-0.05763710267411966
15,10.0,-0.05409315391132978,3.02949371861559e-5,0.005504083682699229,0.027855569100991275,0.05409315391132978,-0.059906792611932894
16,4.0,-0.04434160242976791,0.0002830602976586357,0.016824395907688208,0.012963226426187522,0.04434160242976791,-0.06106274631426545
17,10.0,-0.049370554232510695,0.00011991817755864377,0.010950715846858769,0.011788283517293866,0.049370554232510695,-0.059085944117187095
18,25.0,-0.0546010896287492,2.4195576263729722e-5,0.004918899903812815,0.0026867214088822627,0.0546010896287492,-0.058335359028447276
