iter,zeta,f,pen,residual,grad_norm,z,alm
1,10.0,-0.342928523527552,0.056018652416959365,0.2366825984667216,0.0,0.342928523527552,0.2172580006420417
2,25.0,-0.1943758684083408,0.016925730574359834,0.13009892610763485,0.30277643729699766,0.1943758684083408,0.5279047850817047
3,10.0,-0.019293918105621113,0.003053670312811835,0.0552600245458852,0.2330799778168615,0.019293918105621113,-0.21288390021850864
4,4.0,-0.0,0.011120510352584373,0.10545383043106767,0.031466008970720126,0.0,-0.2992776263717861
5,10.0,-0.0,0.005707521877916994,0.0755481427827117,0.048114331167798,0.0,-0.2186646055200021
6,25.0,-0.0,0.002566981436515122,0.050665386966992784,0.07966352413604642,0.0,-0.12432788418157362
7,10.0,-0.0,0.003502510578931294,0.05918201229200722,0.04168647891072056,0.0,-0.11855203329559645
8,25.0,-0.00516818552731683,0.001322611435110144,0.03636772518470387,0.06501802466200082,0.00516818552731683,-0.06712537561164067
9,10.0,-0.006178615434518438,0.001268203091118866,0.0356118391987674,0.02730690698422419,0.006178615434518438,-0.05416248169977518
10,25.0,-0.019852488237013324,0.0006438635030199302,0.025374465571119525,0.022081676128213847,0.019852488237013324,-0.033310050154250245
11,62.5,-0.026730197535683255,9.154919794425973e-5,0.009568134507011267,0.05221883268387323,0.026730197535683255,-0.03132766129900542
12,25.0,-0.03958696648607315,0.0001578582962159391,0.012564167151703255,0.0645834274830196,0.03958696648607315,-0.0425098101585335
13,10.0,-0.05786022293089535,0.0006762182672089888,0.026004197107563017,0.0896319405146963,0.05786022293089535,-0.05596348600793491
14,4.0,-0.08335366655356348,0.002593808625558209,0.05092944752849975,0.07900202508728955,0.08335366655356348,-0.06340277799886776
15,1.6,-0.12066554756767765,0.008530351637865813,0.09235990276015785,0.053673912474140974,0.12066554756767765,-0.06913555185423281
16,4.0,-0.10010555477928332,0.003192518919676508,0.05650237977002834,0.03775928310930198,0.10010555477928332,-0.047777486309203906
17,10.0,-0.07578229729950009,0.0010235143427580367,0.03199241070563512,0.012298831996447167,0.07578229729950009,-0.038569776527185025
18,25.0,-0.05953606839351337,0.0002923391940041955,0.017097929523898367,0.03131862852575576,0.05953606839351337,-0.03565486463284653
