iter,zeta,f,pen,residual,grad_norm,z,alm
1,10.0,-0.29905619950822326,0.05107273832849436,0.2259927837973911,0.0,0.29905619950822326,0.21167118377672034
2,25.0,-0.15126317065955958,0.009288316874851528,0.09637591439177907,0.45051556204035836,0.15126317065955958,0.29576890117677396
3,10.0,-0.04515476528256959,0.001142603776899039,0.03380242264837003,0.00706221619641807,0.04515476528256959,-0.16581875834021445
4,25.0,-0.03483118263866726,0.0009528726076324955,0.030868634690126733,0.0035483231909591035,0.03483118263866726,-0.1404225453830255
5,62.5,-0.032766476491751156,0.0009450166570639905,0.030741123223850985,0.0019498553181372712,0.032766476491751156,-0.08119741540700304
6,156.25,-0.03607322641415538,2.615194816499675e-5,0.005113897551280897,0.07021803231322274,0.03607322641415538,-0.04000657544382244
7,62.5,-0.044328369789308535,4.058636981160886e-5,0.006370743269949658,0.024400508884236765,0.044328369789308535,-0.04671804859998997
8,25.0,-0.05748899161730334,3.3963586965682468e-6,0.0018429212399254198,0.0572369962717409,0.05748899161730334,-0.05793142660351418
9,10.0,-0.07112399259439038,0.00019812234421101688,0.014075593920365026,0.0873215428260865,0.07112399259439038,-0.06394289284029081
10,4.0,-0.08714221016255015,0.0010596492937326716,0.03255225481794881,0.07866844452562578,0.08714221016255015,-0.06649115633729036
11,1.6,-0.10799054422898706,0.003207071313446461,0.05663101017504863,0.058996452212272024,0.10799054422898706,-0.0671140571354174
12,4.0,-0.08864521316970854,0.0011891200268108624,0.03448361968835149,0.03199484995537632,0.08864521316970854,-0.05911575239154911
13,10.0,-0.07156472590921455,0.00021793394766589854,0.014762586076494137,0.0014921351803258297,0.07156472590921455,-0.05676871507862939
14,25.0,-0.062759842815669,2.122778305396966e-5,0.004607361832325486,0.020221646266241202,0.062759842815669,-0.05765148876132108
15,10.0,-0.05412281558007404,2.9933455687648134e-5,0.0054711475658812325,0.02823367528923931,0.05412281558007404,-0.05988233563887325
16,4.0,-0.04428670955473541,0.0002912547099950734,0.017066186158455947,0.013299645144850889,0.04428670955473541,-0.06105611845273442
17,10.0,-0.04938161388834682,0.0001208641437820004,0.010993822983020984,0.011934815837456555,0.04938161388834682,-0.059056893772851
18,25.0,-0.05462263406476246,2.495763434851286e-5,0.004995761638480449,0.0025872178357253567,0.05462263406476246,-0.058300241788077564
19,62.5,-0.05747528553713115,2.4645230990609448e-6,0.0015698799632650087,0.012409110531051768,0.05747528553713115,-0.0585103866809265
20,25.0,-0.06022272003490217,2.7501348047048523e-6,0.0016583530398274224,0.026617075666336237,0.06022272003490217,-0.05906409188368564
21,10.0,-0.06328464177749371,2.689578079378689e-5,0.005186114228763853,0.022803410078059427,0.06328464177749371,-0.05934397257165278
22,4.0,-0.06712256443125632,9.786794721387021e-5,0.009892823015392028,0.01653114030273999,0.06712256443125632,-0.05945322025969556
23,1.6,-0.0723754015774386,0.0002512313361299356,0.01585027873981829,0.011445712048685601,0.0723754015774386,-0.05944436967684291
24,4.0,-0.0670220416044798,9.144394743424714e-5,0.009562632871455808,0.006309822436239105,0.0670220416044798,-0.05883382851753256
25,10.0,-0.0623063571965397,1.698684228606314e-5,0.0041215097095679805,0.00031597938275478325,0.0623063571965397,-0.058656456252247226
