iter,zeta,f,pen,residual,grad_norm,z,alm
1,10.0,-0.22872230657604872,0.05899517050200407,0.24288921446207543,0.0,0.22872230657604872,0.36122939844399193
2,25.0,-0.12443376727961562,0.0072697062057001036,0.08526257212693096,0.27453889907193735,0.12443376727961562,0.13457379494620403
3,10.0,-0.02713221973367471,0.0024113851466774218,0.04910585654153099,0.0653283490133618,0.02713221973367471,-0.13524505989560273
4,4.0,-0.004984008545873556,0.006027123411535403,0.07763455037246884,0.015839155594407434,0.004984008545873556,-0.16105078736632694
5,10.0,-0.001133299038006223,0.0023998700913015945,0.048988468962620116,0.01480653619165535,0.001133299038006223,-0.12142660960209914
6,25.0,-0.00759303516855658,0.0015243627765720268,0.03904308871710878,0.03397638381382779,0.00759303516855658,-0.07127811550272255
7,62.5,-0.01580906784841305,0.0001787557562201138,0.013369957225814666,0.04271621096564504,0.01580906784841305,-0.026722919981273106
8,25.0,-0.031388981574782454,0.00014711406583847446,0.012129058736706425,0.014167565646252623,0.031388981574782454,-0.03762269684897589
9,62.5,-0.03886241206881269,1.3345624620231653e-5,0.0036531663827742166,0.031959710767914803,0.03886241206881269,-0.039909186941851416
10,25.0,-0.04710150834403941,2.7953062057686943e-5,0.0052870655431616264,0.051810491173972094,0.04710150834403941,-0.0448623510540259
11,10.0,-0.05697315405690846,0.0002549838936586349,0.015968215105597587,0.04479747815524611,0.05697315405690846,-0.04765266271300742
12,4.0,-0.06990365128713857,0.0009012401781107542,0.030020662519517356,0.033655954562217545,0.06990365128713857,-0.04873135423692348
13,10.0,-0.06016760285617496,0.0003754763811175189,0.019377212934721003,0.01999464530334472,0.06016760285617496,-0.042739606582545664
14,25.0,-0.050612180195318546,8.068798283669953e-5,0.008982648987726256,0.0017224556215694696,0.050612180195318546,-0.04053681090304418
15,62.5,-0.045294795485418475,1.0589260391966952e-5,0.0032541143790541464,0.016601592743777642,0.045294795485418475,-0.04103749117372625
16,25.0,-0.03974594844427335,9.279592417191145e-6,0.0030462423438050927,0.02986507285631725,0.03974594844427335,-0.04319970846530214
17,10.0,-0.033011993888419446,0.00010722876162629122,0.010355132139489636,0.022544599170477388,0.033011993888419446,-0.04461167757838259
18,4.0,-0.02412611490401094,0.0004059254413118235,0.020147591451878895,0.012467806205688771,0.02412611490401094,-0.045234310246726035
19,10.0,-0.030419117772271364,0.00016926337820667644,0.013010125987348332,0.009483431958090496,0.030419117772271364,-0.04251916063942907
20,25.0,-0.03667245710089927,4.100793911127312e-5,0.006403744147861712,0.0013539545471911076,0.03667245710089927,-0.04137138559081515
21,62.5,-0.04019111964518686,1.0504320430563747e-5,0.0032410369375500407,0.010592380325713475,0.04019111964518686,-0.041226394827178485
22,25.0,-0.04407973979119084,1.7118921672665883e-5,0.00413750186376585,0.022431721810602757,0.04407973979119084,-0.04303821259125376
23,10.0,-0.048693705329354305,7.200826560882285e-5,0.008485768415931632,0.01956215892377227,0.048693705329354305,-0.043618846135685736
24,4.0,-0.05473030249496648,0.00023245146913594513,0.01524635920919959,0.014463240979693691,0.05473030249496648,-0.04386231114384533
25,10.0,-0.05040157934140975,8.256264312065501e-5,0.009086398798239873,0.008536687243177578,0.05040157934140975,-0.04244733837368971
26,25.0,-0.04611288461231781,1.775613069140423e-5,0.004213802402985246,0.0009235843317996729,0.04611288461231781,-0.04193207536334221
27,62.5,-0.04369307563132338,2.84096554820501e-6,0.0016855164040154014,0.0074214927815213615,0.04369307563132338,-0.04199227860891897
28,25.0,-0.04107678033151804,3.256783024218953e-6,0.0018046559295940468,0.014083577084833923,0.04107678033151804,-0.04243824979021607
29,10.0,-0.038131735199989476,2.9865548837777803e-5,0.005464938136683507,0.011093705617360262,0.038131735199989476,-0.042879972256429234
30,4.0,-0.033971168080629395,9.25225158041797e-5,0.009618862500534026,0.00706568584896986,0.033971168080629395,-0.04298516168383645
31,10.0,-0.03688032242374311,3.742565589099175e-5,0.006117651174347206,0.004816157689627924,0.03688032242374311,-0.04238313119212638
32,25.0,-0.03980501402403985,8.297180428526326e-6,0.002880482672839107,0.0007038893281722348,0.03980501402403985,-0.04214536009801449
33,62.5,-0.041389683864157895,1.7341909786416835e-6,0.0013168868511157987,0.004726500891088421,0.041389683864157895,-0.04213826379523576
34,25.0,-0.04308192197594695,1.8932210981681805e-6,0.0013759437118458665,0.009631712414362158,0.04308192197594695,-0.042310688340045075
35,10.0,-0.04515655887616969,2.1902499448915434e-5,0.0046800106248720665,0.008002684154927187,0.04515655887616969,-0.04265977422449516
36,4.0,-0.04784142782246524,4.905322719270381e-5,0.007003800910413131,0.0056854488458302245,0.04784142782246524,-0.042668041401185346
37,10.0,-0.04591925998187298,1.9350454583269054e-5,0.00439891515981714,0.0034822424149652917,0.04591925998187298,-0.04235964298726914
38,25.0,-0.04394346747622801,7.526835769371672e-6,0.0027435079313484173,0.0004546658455354508,0.04394346747622801,-0.042163397100911944
39,62.5,-0.04289607196387258,7.330793032957095e-7,0.0008562005041435736,0.0034085493476179577,0.04289607196387258,-0.04224484500143978
40,25.0,-0.0418059108383366,8.3065209498801e-7,0.0009114011712676312,0.006214915574592577,0.0418059108383366,-0.04232811859622256
41,10.0,-0.04046795047708491,4.699851709890113e-6,0.0021679141380345564,0.00504590203963332,0.04046795047708491,-0.04238135467587088
42,4.0,-0.038948255939580005,1.5091015770424161e-5,0.0038847156614640614,0.003326338160392449,0.038948255939580005,-0.04239768061050996
43,10.0,-0.04005079083477398,1.0609406573785845e-5,0.0032572084019580087,0.0022002057282857253,0.04005079083477398,-0.04238394189156755
44,25.0,-0.041208899714562215,2.426291248028205e-6,0.0015576556898198668,0.000502908590426441,0.041208899714562215,-0.04229360248077956
45,62.5,-0.04188396698783957,4.927688390438281e-7,0.000701974956137203,0.002131269080487279,0.04188396698783957,-0.0422741537664143
46,25.0,-0.04267878046598578,5.832858321924648e-7,0.000763731518396658,0.00442612099817918,0.04267878046598578,-0.04231316387654002
47,10.0,-0.043446859886265635,2.1763225967599987e-6,0.0014752364545251716,0.0035680669733439345,0.043446859886265635,-0.04232982864280514
48,4.0,-0.04465656071994585,2.399449592324958e-5,0.004898417695873799,0.0022874072671592153,0.04465656071994585,-0.04245221757162955
49,10.0,-0.04394242016194694,6.483766772510019e-6,0.0025463241687793837,0.001550783846909868,0.04394242016194694,-0.04232724095722583
50,25.0,-0.043073945502803426,1.030850836229472e-6,0.0010153082469031127,0.0004677244863281136,0.043073945502803426,-0.042301395505537166
51,62.5,-0.04258662725390839,2.845128908408703e-7,0.0005333974979702008,0.0014500136475122704,0.04258662725390839,-0.04229132881484348
52,25.0,-0.04207622545542146,3.2189264666602115e-7,0.0005673558377826222,0.0028186077412925593,0.04207622545542146,-0.042304918818125564
53,10.0,-0.041574345804998185,9.89853268051999e-7,0.0009949136987960309,0.0022299507588141856,0.041574345804998185,-0.042311267394891224
